S.No.,Name,Email,District,Address,Phone,Medium
2490,"Shri Agrasen Girls P.g.college,mahwa Dausa",drkripanidhitiwari@gmail.com,Dausa,", BHARATPUR ROAD, MAHWA, MISTRI MARKET, MAHWA, MAHWA (CT), DAUSA, RAJASTHAN",9887877562,Both (Hindi & English)
2491,Smt. Motadevi Teacher's Training College Mahwa,cksuman86@gmail.com,Dausa,"PLOT NO. 184/1,184/2,185/2 , HINDAUN ROAD  STATE HIGHWAY NO. 22, MAHWA, , MAHWA, MAHWA (CT), DAUSA, RAJASTHAN",9460216566,Both (Hindi & English)
2492,Ajeetgarh Pg College Ajeetgarh Sikar,bcyadav.yadav@gmail.com,Sikar,"DIVRALA ROAD, AJITGARH, AJITGARH, AJITGARH, WARD NO- 1, , SIKAR, RAJASTHAN",9829147453,Both (Hindi & English)
2493,Msj Govt. College Bharatpur,msjcollegec47@gmail.com,Bharatpur,", ACHHNERA ROAD, ACHHNERA ROAD, GEETA COLONY, WARD NO-39, , BHARATPUR, RAJASTHAN",9460877254,Both (Hindi & English)
2494,Gurukul Mahavidyalaya Mauzmabad Jaipur,gurukulmahavidyalaya2@gmail.com,Jaipur,", RASILI ROAD, MAUZMABAD, , MAUZAMABAD, MAUZAMABAD, JAIPUR, RAJASTHAN",9929242816,Both (Hindi & English)
2495,Maa Kesar Devi College,hariomsharma071975@gmail.com,Dausa,", MANDAWAR, MAHWA, , MANDAWAR, MANDAWAR (CT), DAUSA, RAJASTHAN",9413718989,Both (Hindi & English)
2496,"Vaishnavi Mahavidyalya, Kathumar (alwar) Raj.",khemsinghdagur@gmail.com,Alwar,"NEAR BAS STAND, LAXMANGARH ROAD, KATHUMAR, KATHUMAR, , KATHOOMAR, KATHOOMAR, ALWAR, RAJASTHAN",9694079580,Both (Hindi & English)
2497,"Kaushalaya Devi Balika P.g. Mahavidhalaya, Mandawar, Dausa",satish.meena1981@gmail.com,Dausa,", MAIN MARKET, MANDAWAR , TEH- MAHWA , , MANDAWAR, MANDAWAR (CT), DAUSA, RAJASTHAN",9413917510,Both (Hindi & English)
2498,Nehru College,nehrucollegemandawar@gmail.com,Dausa,", 15, MANDAWAR, MANDAWAR, MANDAWAR, MANDAWAR (CT), DAUSA, RAJASTHAN",9772545454,Both (Hindi & English)
2499,Gurukul Mahavidhyalay.,gurukulcollege661@gmail.com,Sikar,"VPO- CHOMUPURIHITAN ,KHATUSHYAM JI, CHOMUPUROHITAN, NEAR KHATUSHYAMJI, ON THE REENGAS RAOD, CHOMU PUROHITAN, CHOMU PUROHITAN, SIKAR, RAJASTHAN",9414444894,Both (Hindi & English)
2500,Alankar Mahila P.g. Mahavidylaya,padamsingh1976@gmail.com,Jaipur,", SIRSI ROAD, PANCHYAWALA, HOTEL THE HERITAGE VILLAGE, WARD NO- 13, , JAIPUR, RAJASTHAN",9414339595,Both (Hindi & English)
2501,Vivek Pg Mahavidhyalya,vivekcollegekalwarjaipur@gmail.com,Jaipur,", JAIPUR JOBNER ROAD, KALWAR, , , , JAIPUR, RAJASTHAN",9928144609,Both (Hindi & English)
2502,Department Of Music,musicuor2017@gmail.com,Jaipur,"UNIVERSITY OF RAJASTHAN, JLN ROAD JAIPUR, JAIPUR, JLN ROAD JAIPUR, NONE, , JAIPUR, RAJASTHAN",8239270008,Both (Hindi & English)
2503,Department Of Law,drspsshekhawat@gmail.com,Jaipur,"DEPARTMENT OF LAW, UNIVERSITY OF RAJASTHAN CAMPUS, JLN MARG, JAIPUR, WARD NO-55, , JAIPUR, RAJASTHAN",9414387190,Both (Hindi & English)
2504,"Department Of Geology ,university Of Rajasthan ,jaipur",deptgeologyuor@gmail.com,Jaipur,", JAWAHAR LAL NEHRU MARG , UNIVERSITY OF RAJASTHAN CAMPUS, JAIPUR, WARD NO-60, , JAIPUR, RAJASTHAN",9414406716,Both (Hindi & English)
2505,Rajasthan Swayat Shasan Mahavidyalaya,rssmjaipur@gmail.com,Jaipur,", OPP TIMES OF INDIA, TONK ROAD, NEAR NEHRU GARDEN, , , JAIPUR, RAJASTHAN",9414795414,Both (Hindi & English)
2506,"Lal Bahadur Shastri  Mahila T. T. College , Tilak Nagar ,jaipur",lbsmttcollege@gmail.com,Jaipur,", PD. DEVI SHANKAR TIWARI MARG, TILAK NAGAR , RAJA PARK , WARD NO-46, , JAIPUR, RAJASTHAN",9928366561,Both (Hindi & English)
2507,Disha-a Resource Centre For Multiple Disabilities,dishahrdscholar@gmail.com,Jaipur,", PANDIT T.N MISHR MARG, NIRMAN NAGAR C, NEAR J.D.A PARK, WARD NO- 29, , JAIPUR, RAJASTHAN",8829940487,Both (Hindi & English)
2508,Biyani Girls B.ed. College,bgbcprincipal@gmail.com,Jaipur,"R-4 , SECTOR 3, VIDHYADHAR NAGAR, NEAR M G P S SHCOOL, WARD NO- 10, , JAIPUR, RAJASTHAN",9314248307,Both (Hindi & English)
2509,Shri Krishan Mahila Mahavidhyalay Manpura Macheri,krishanshree2@gmail.com,Jaipur,"MANPURA MACHERI , VPO - MANPURA MACHERI TEH - AMER JAIPUR, MANPURA MACHERI, , , , JAIPUR, RAJASTHAN",9667415425,Both (Hindi & English)
2510,Jyoti Girls Collage Lalsot,jyotigirlscollagelalsot831@gmail.com,Dausa,"NEHARU COLONY, NEHARU COLONY, LALSOT, LALSOT, WARD NO- 19, , DAUSA, RAJASTHAN",9460758402,Both (Hindi & English)
2511,Rajasthan School Of Art,rajschoolart2013@gmail.com,Jaipur,"BLOCK NO 9, DR RADHAKRISHNAN SHIKSHA SANKUL,,  JLN MARG, OPP. OTS, SHIKSHA SANKUL,, NONE, , JAIPUR, RAJASTHAN",9982130054,Both (Hindi & English)
2512,Ssg Pareek (p.g.) Girls College,ssgpareekgirlscollege1985@gmail.com,Jaipur,"B-12, JHOTWARA ROAD, OPP POWER HOUSE,  BANIPARK, OPP POWER HOUSE, , , JAIPUR, RAJASTHAN",9783666659,Both (Hindi & English)
2513,"Ssg Pareek Pg College, Jaipur",ssgpareekpgcollegejaipur@gmail.com,Jaipur,"KANTI CHANDRA ROAD, BANI PARK,, BANI PARK, JAIPUR, , , , JAIPUR, RAJASTHAN",9887566151,Both (Hindi & English)
2514,Shri Veer Balika College,veerbalika@gmail.com,Jaipur,"PURANI KOTWALI KA RASTA , JOHARI BAZAR, JAIPUR, SANJAY BAZAR, SANGANERI GATE , EMERALD TOWER, WARD NO-66, , JAIPUR, RAJASTHAN",9414784539,Both (Hindi & English)
2515,Department Of Sanskrit,sanskrituniraj@gmail.com,Jaipur,"DEPARTMENT OF SANSKRIT, UNIVERSITY OF RAJATSHAN, UNIVERSITY CAMPUS, JLN ROAD JAIPUR, NONE, , JAIPUR, RAJASTHAN",8890350038,Both (Hindi & English)
2516,Shri Bhawani Niketan Mahila Pg Girls College,bhartisirohiya1@gmail.com,Jaipur,"SHRI BHAWANI NIKETAN MAHILA PG GIRLS COLLEGE, SIKAR ROAD, NEAR CHOMU PULIYA, BEHIND TRITAN MALL, WARD NO- 6, , JAIPUR, RAJASTHAN",7891881694,Both (Hindi & English)
2517,Master Vidyaram College Tasimo Dholpur,collegetasimo@gmail.com,Dhaulpur,"TASIMO, TASIMO, SAIPAU, TASIMO, TASIMO, TASEEMO, DHAULPUR, RAJASTHAN",9772555333,Both (Hindi & English)
2518,Shri Bhawani Niketan Mahila P.g. Mahavidhavalya,sbnmm141@gmail.com,Jaipur,"SHRI BHAWANI NIKETAN MAHILA PG GIRLS COLLEGE, SIKAR ROAD, CHOMU PULIYA, BHIND TRITEN MALL, WARD NO- 7, , JAIPUR, RAJASTHAN",7891881694,Both (Hindi & English)
2519,Department Of Philosophy,hodphilosophyuniraj@gmail.com,Jaipur,"HUMANITIES BUILDING, J.L.N. MARG, J.L.N. MARG, , , , JAIPUR, RAJASTHAN",9413970601,Both (Hindi & English)
2520,Department Of Economics,hodeco.uor@gmail.com,Jaipur,"DEPARTMENT OF ECONOMICS, PG SCHOOL OF SOCIAL SCIENCE, JLN MARG, JAIPUR , UNIVERSITY OF RAJASTHAN, UNIVERSITY OF RAJASTHAN, , , JAIPUR, RAJASTHAN",9530043472,Both (Hindi & English)
2521,Biyani Girls College,bgbcmanish@gmail.com,Jaipur,"R-4, SECTOR-3, VIDHYADHAR NAGAR, NEAR M G P S  SCHOOL, WARD NO- 10, , JAIPUR, RAJASTHAN",7891666554,Both (Hindi & English)
2522,Dr. B.r. Ambedkar P.g. College,ambedkarpgcollege@gmail.com,Jaipur,"C-513, 60 FEET ROAD, MAHESH NAGAR, 60 FEET ROAD, MAHESH NAGAR., WARD NO-52, , JAIPUR, RAJASTHAN",9829162224,Both (Hindi & English)
2523,Stani Memorial Pg College,smpgcjaipur@gmail.com,Jaipur,"IIRM CAMPUS , SECTOR-11,, TAGORE PATH, AGARWAL FARM, MANSAROVAR, JAIPUR , MANSAROVAR/SECTOR-11, IIRM CAMPUS, WARD NO- 13, , JAIPUR, RAJASTHAN",9636676811,Both (Hindi & English)
2524,Vaidik Balika P.g. Mahavidhalya,info@vaidikcollegemansarovar.org,Jaipur,"SEC-3, VARUN PATH, MANSAROVAR, NEAR JAIN MANDIR, WARD NO-42, , JAIPUR, RAJASTHAN",9530272887,Both (Hindi & English)
2525,Shri Bhawani Niketan Law Collage,singhpratap030@gmail.com,Jaipur,"MAHARAO SHEKHA CIRCLE , SIKAR ROAD JAIPUR, JHOTAWARA, CHOMUPULIYA, WARD NO- 11, , JAIPUR, RAJASTHAN",9462079847,Both (Hindi & English)
2526,Kanoria Pg Mahila Mahavidyalaya,admin@kanoriacollege.in,Jaipur,", JAWAHAR LAL NEHRU MARG, BAPU NAGAR, GANDHI CIRCLE, , , JAIPUR, RAJASTHAN",7073467012,Both (Hindi & English)
2527,S.s. Jain Subodh P G Mahila Mahavidyalaya,subodhmahila419@gmail.com,Jaipur,", BHAWANI SINGH ROAD , JAIPUR , RAMBAGH CIRCLE , WARD NO-44, , JAIPUR, RAJASTHAN",9829223335,Both (Hindi & English)
2528,Poddar International College,rukmaniprashant@gmail.com,Jaipur,"SECTOR-7, SHIPRA PATH, MANSAROAVAR, OPP. GOVT. WATER TANK, WARD NO- 27, , JAIPUR, RAJASTHAN",9950285256,Both (Hindi & English)
2529,Shri Bhawani Niketan  Snatkottar Mahavidyalaya,sbnboyscollege@gmail.com,Jaipur,", SIKAR ROAD , SIKAR ROAD , CHHOMU PULIYA, , , JAIPUR, RAJASTHAN",9414084888,Both (Hindi & English)
2530,St Wilfreds P G College,manojmeena2206@gmail.com,Jaipur,"SEC - 10, MEERA MARG, MANSAROVAR, NEW SANGANER ROAD, WARD NO- 27, , JAIPUR, RAJASTHAN",9414386834,Both (Hindi & English)
2531,Department Of Eafm,eafm.department@yahoo.com,Jaipur,"P.G. SCHOOL OF COMMERCE, J.L.N. MARG, BAPU NAGAR, NEAR GANDHI CIRCLE, , , JAIPUR, RAJASTHAN",9414362125,Both (Hindi & English)
2532,"Arch Research College For Higher Education,jaipur",directoradmin@archedu.org,Jaipur,"9, GOVIND MARG,MALVIYA NAGAR INSTITUTIONAL AREA,, MALVIYA NAGAR, NEAR RUNGTA HOSPITAL, , , JAIPUR, RAJASTHAN",9636437188,Both (Hindi & English)
2533,University Commerce College,principalcommercecollege@gmail.com,Jaipur,"JLN MARG , JLN MARG, JLN MARG, JLN MARG, WARD NO-43, , JAIPUR, RAJASTHAN",9829296215,Both (Hindi & English)
2534,J.d.p.g. College,jdpgcollege1@gmail.com,Jaipur,"D - SIDDHARATH NAGAR, SAWAI GETOR,, NEAR RAILWAY HEAD QUARTER, MALVIYA NAGAR, , , , JAIPUR, RAJASTHAN",9461817310,Both (Hindi & English)
2535,Tirupati College Of Technical Education,librarianabhay@yahoo.com,Jaipur,"#262 SEC 26, GANDHI KUTEER, PRATAP NAGAR, NEAR AYUSH BHAWAN, WARD NO- 33, , JAIPUR, RAJASTHAN",9784234551,Both (Hindi & English)
2536,Sunder Mahavidhyalaya Mahapura,ganpatjat82@gmail.com,Jaipur,"01, AJMER ROAD JAIPUR , MAHAPURA , NEAR BANK OF BARODA, WARD NO-56, , JAIPUR, RAJASTHAN",9782313232,Both (Hindi & English)
2537,Pratap Mahavidhyalaya,radheshyamjat@gmail.com,Jaipur,"252, DAYAL BAGH, DAYAL BAGH SHYAMPUR BHUHARIYA, DAYAL BAGH SHYAMPUR BHUHARIYA, NONE, , JAIPUR, RAJASTHAN",9351409349,Both (Hindi & English)
2538,Maheshwari College Of Commerce & Arts,mcca.jaipur2010@gmail.com,Jaipur,"SECTOR-5(EXT'N), PRATAP NAGAR, TONK ROAD, , SANAGNER, NEAR MPS SCHOOL, BAMBALA PULIYA, WARD NO- 36, , JAIPUR, RAJASTHAN",7742838656,Both (Hindi & English)
2539,Dev P.g. College,shilparts@gmail.com,Jaipur,"SITABARI TONK ROAD, SITABARI, CHOUDHARY CHARAN SINGH COLONY, SITABARI, WARD NO- 32, , JAIPUR, RAJASTHAN",9828160048,Both (Hindi & English)
2540,"Saraswati College, Kalwan Teh-sikrai Distt- Dausa",bhup.tiwari86@gmail.com,Dausa,", KALWAN ROAD , VPO- KALWAN TEH- SIKRAI , , KALWAN, KALWAN, DAUSA, RAJASTHAN",9782326488,Both (Hindi & English)
2541,Mahant Kishore Puri College Of Management And Technology,mahantkishoripuricollege@gmail.com,Dausa,", MEHANDIPUR , BALAJI ROAD, , MEENA SEEMLA, MEENA SEEMLA, DAUSA, RAJASTHAN",8890899991,Both (Hindi & English)
2542,"Vedic Kanya Pg Mahavidyalaya, Rajapark, Jaipur",vishwamaryam@gmail.com,Jaipur,", RAJA PARK, JAIPUR, RAJA PARK, JAIPUR, , , , JAIPUR, RAJASTHAN",9928879699,Both (Hindi & English)
2543,"Lal Bahadur Shastri P.g. College , Tilak Nagar ,jaipur",krishanmohan29@gmail.com,Jaipur,", PD. DEVI SHANKAR TIWARI MARG, TILAK NAGAR , RAJA PARK , WARD NO-46, , JAIPUR, RAJASTHAN",8003690378,Both (Hindi & English)
2544,Shri Krishna Mahila Mahavidalay Sikandra,skpsschool2@gmail.com,Dausa,"SH25 BANDIKUI ROAD SIKANDRA , SIKANDRA, SIKANDRA, , , , DAUSA, RAJASTHAN",9660888880,Both (Hindi & English)
2545,Agrawal P.g. College,drmakhansaini@gmail.com,Jaipur,"AGRASEN KATLA, AGRA ROAD, MAHARAJA AGRASEN MARG, NEAR SANGANERI GATE, NEAR SANGANERI GATE, , , JAIPUR, RAJASTHAN",9461617250,Both (Hindi & English)
2546,Department Of Chemistry,chem.uor@gmail.com,Jaipur,"VIGYAN BHAWAN, JLN MARG, UNIVERSITY CAMPUS, JLN MARG, NONE, , JAIPUR, RAJASTHAN",9414073436,Both (Hindi & English)
2547,New Adarsh Pg College,newadarshpgcollege@gmail.com,Jaipur,", KALWAR ROAD, JHOTWARA, KALWAR ROAD, WARD NO- 14, , JAIPUR, RAJASTHAN",9414956962,Both (Hindi & English)
2548,University Maharaja College Jaipur,principalmaharajacollege424@gmail.com,Jaipur,"SAWAI RAMSINGH ROAD JAIPUR, NEAR AJMARI GATE, JAIPUR, NEAR SMS HOSPITAL, , , JAIPUR, RAJASTHAN",(9887) 834-679_,Both (Hindi & English)
2549,Dcs Pg College,dcscollege11@gmail.com,Jaipur,"RAGHUNATHPURA, (RATLYA) , DIGGI ROAD, , SANGNANER, JAIPUR, SANGNANER, NONE, , JAIPUR, RAJASTHAN",9166228380,Both (Hindi & English)
2550,Sri Balaji Teachers Training College,sumanchoudhary6018@gmail.com,Jaipur,", BENAD ROAD, DADI  KA PHATAK, MACHEDA, , , JAIPUR, RAJASTHAN",9887510953,Both (Hindi & English)
2551,"Maharshi Dayanand B.ed. College, Jaipur",info@mdbedjaipur.org,Jaipur,"BARAF KHANA, JAWAHAR NAGAR ROAD, JAWAHAR NAGAR , JAWAHAR NAGAR , WARD NO-61, , JAIPUR, RAJASTHAN",9351843328,Both (Hindi & English)
2552,Sh Lal Bahadur Shastri Pg Girls College,lbsgirlspgcollage@gmail.com,Jaipur,"B-77-78, JAMANUPURI, MURLIPURA, NEAR ROAD PUBLIC SCHOOL, WARD NO- 2, , JAIPUR, RAJASTHAN",9887171342,Both (Hindi & English)
2553,Shri Maharaja Vinayak P.g. Mahavidhyala,smvcollegejpr@gmail.com,Jaipur,"1,DHYAWNA NAGAR, AGRA ROAD, PALDI MEENA JAIPUR, BSNL TOWAR, WARD NO-50, , JAIPUR, RAJASTHAN",9314463295,Both (Hindi & English)
2554,Tagore Pg Girls College,tagorepggirlscollege@gmail.com,Jaipur,"C-BLOCK, NEAR J.D.A. NURSERY, VAISHALI NAGAR, OPP. NATIONAL HANDLOOM, , , JAIPUR, RAJASTHAN",9829068026,Both (Hindi & English)
2555,Dept Of Visual Arts,depttofvisualartsuor@gmail.com,Jaipur,"DEPT OF VISUAL ARTS, , FECULTY OF FINE ARTS, UOR, JLN MARG , JLN MARG, NONE, , JAIPUR, RAJASTHAN",9414059339,Both (Hindi & English)
2556,Sri Sathya Sai P.g. College For Women Jaipur,shyam_anuj1987@yahoo.co.in,Jaipur,"SECT 2 , JAWAHAR NAGAR , JAIPUR, DELHI BYPASS, WARD NO-62, , JAIPUR, RAJASTHAN",8233357549,English
2557,R.p Dular Balika Mahavidyalya,rpdular9602@gmail.com,Jhunjhunu,", OPPOSITE RELIANCE TOWER, NEAR GANGORI KUA, , WARD NO- 16, , JHUNJHUNU, RAJASTHAN",9680687095,Both (Hindi & English)
2558,University Five Year Law College,deepakkumawat.quattro@gmail.com,Jaipur,"102, KALWAR ROAD, VIKAS NAGAR, JOSHI MARG, WARD NO- 13, , JAIPUR, RAJASTHAN",9509713465,Both (Hindi & English)
2559,"Five Year Law College, University Of Rajasthan",directorfylc@gmail.com,Jaipur,"UNIVERSITY FIVE YEAR LAW COLLEGE, UFYLC BUILDING, NEAR DEPTT. OF LAW, UNIVERSITY OF RAJASTHAN CAMPUS, JLN MARG, WARD NO-59, , JAIPUR, RAJASTHAN",9314903059,Both (Hindi & English)
2560,Department Of Library & Information Science,dlisuor3@gmail.com,Jaipur,"HUMANITIES BUILDING, BACK OF CENTER LIBRARY , UNIVERSITY OF RAJASTHAN CAMPUS , CENTER LIBRARY , WARD NO-45, , JAIPUR, RAJASTHAN",9828453966,Both (Hindi & English)
2561,Department Of Anthropology,anthrojpr@gmail.com,Jaipur,"DEPARTMENT OF ANTHROPOLOGY, UNIVERSITY OF RAJASTHAN , JLN MARG , , , , JAIPUR, RAJASTHAN",9928388982,Both (Hindi & English)
2562,Centre For Mass Communication,cmc.uor@gmail.com,Jaipur,"P.G. SCHOOL OF COMMERCE, UNIVERSITY OF RAJASTHAN, JLN MARG, UNIVERSITY OF RAJASTHAN, NEAR UCO BANK, WARD NO-45, , JAIPUR, RAJASTHAN",9414073466,Both (Hindi & English)
2563,Rawat Mahila P.g. College,rawatcollege@gmail.com,Jaipur,"KARNI VIHAR, HEERAPURA , AJMER ROAD, HEERAPURA, HEERAPURA POWERHOUSE, WARD NO- 14, , JAIPUR, RAJASTHAN",9314512702,Both (Hindi & English)
2564,Department Of Physical Education,physicaleducationuor@gmail.com,Jaipur,"DEPARTMENT OF PHYSICAL EDUCATION, J.L.N.MARG , UNIVERSITY OF RAJASTHAN, UNIVERSITY OF RAJASTHAN, WARD NO-38, , JAIPUR, RAJASTHAN",9414339793,Both (Hindi & English)
2565,Saint Soldier College For Girls,saintsoldier.collegeforgirls@gmail.com,Jaipur,"C -31, LAJPATH MARG, BHAGWAN DAS ROAD, C-SCHEME, OPP. RAJDHANI HOSPITAL, WARD NO-59, , JAIPUR, RAJASTHAN",9799993500,Both (Hindi & English)
2566,Department Of Statistics,tayalvipin@yahoo.co.in,Jaipur,"DEPARTMENT OF STATISTICS, UNIVERSITY OF RAJASTHAN, JLN MARG, JAIPUR, JAIPUR, , , JAIPUR, RAJASTHAN",9414461738,Both (Hindi & English)
2567,Department Of Geography,d.geographyuor@gmail.com,Jaipur,"DEPARTMENT OF GEOGRAPHY, UNIVERSITY OF RAJASTHAN, JLN MARG JAIPUR, , , , JAIPUR, RAJASTHAN",9414056313,Both (Hindi & English)
2568,Bagru Mahila Mahavidhlay Bagru,bagrumahilacollege@gmail.com,Jaipur,"BADI KA KHEDA, BEGAS ROAD, BAGRU, TEHSIL SANGANER, WARD NO- 23, , JAIPUR, RAJASTHAN",9785019005,Both (Hindi & English)
2569,Department Of Mathemathics,anilsharma9414@gmail.com,Jaipur,"DEPARTMENT OF MATHEMATICS, JLN MARG, JLN MARG, JLN MARG, NONE, , JAIPUR, RAJASTHAN",9414059375,Both (Hindi & English)
2570,Akashdeep P.g. Girls College,akashdeepcollege@gmail.com,Jaipur,"SECTOR 11 AGARWAL FARM, MANSAROVAR, MANSAROVAR, , WARD NO-40, , JAIPUR, RAJASTHAN",9928632816,Both (Hindi & English)
2571,Centre For Museology And Conservation,centremuseology@gmail.com,Jaipur,"115 HUMANITIES BUILDING, UOR JLN MARG, JAIPUR, , NONE, , JAIPUR, RAJASTHAN",9314209142,Both (Hindi & English)
2572,St.wilfred's College For Girls,scholarship.stwilfredgirls@gmail.com,Jaipur,"SEC-5, VASHISTHA MARG,SHIPRA PATH, MANSROVAR, OPP. METRO MASS HOSPITAL, , , JAIPUR, RAJASTHAN",7742286861,Both (Hindi & English)
2573,"Department Of Physics, University Of Rajasthan, Jaipur",physics.uniraj@gmail.com,Jaipur,"DEPARTMENT OF PHYSICS BUILDING , JLN MARG, UNIVERSITY CAMPUS , OPPOSITE INFONET CENTER , WARD NO-45, , JAIPUR, RAJASTHAN",9828060226,Both (Hindi & English)
2574,Malviya College,mcfgjaipur@gmail.com,Jaipur,"PLOT NO. 2, INSTITITUTIONAL AREA SUDHA SAGAR COLONY , MALVIYA NAGAR, NEAR KARDHANI SHOPPING CENTRE, WARD NO-53, , JAIPUR, RAJASTHAN",9782364438,Both (Hindi & English)
2575,Department Of Hindi,vinoddr68@gmail.com,Jaipur,"HUMINITIES BUILDING, UNIVERSITY OF RAJASTHAN, JLN MARG, JAIPUR, , , , JAIPUR, RAJASTHAN",9950997599,Both (Hindi & English)
2576,University Rajasthan College Jaipur,nitinkrsharma99@gmail.com,Jaipur,"J.L.N. MARG JAIPUR, JAIPUR , J.L.N. MARG , JAIPUR , , , JAIPUR, RAJASTHAN",9414920755,Both (Hindi & English)
2577,Department Of Political Science,headpolscienceuor@gmail.com,Jaipur,"DEPARTMENT OF POLITICAL SCIENCE, UNIVERSITY OF RAJSTHAN, JLN MARG, JAIPUR, , , , JAIPUR, RAJASTHAN",9460874594,Both (Hindi & English)
2578,Maharishi Arvind Institute Of Science And Managemnt,maismug@gmail.com,Jaipur,"AMBABARI CIRCLE, AMBABARI, AMBABARI, AMBABARI CIRCLE, WARD NO- 5, , JAIPUR, RAJASTHAN",9414784669,Both (Hindi & English)
2579,Shri Khandelwal Vaish P.g. Mahavidhyalaya,apshukla7307@gmail.com,Jaipur,"KAVATIA CIRCLE, SHASTRI NAGAR, SHASTRI NAGAR, KAVATIA HOSPITAL, WARD NO- 23, , JAIPUR, RAJASTHAN",9414500677,Both (Hindi & English)
2580,Mother Teresa College For Girls,mtcollegerenwal@gmail.com,Jaipur,", SHIV COLONY, RAMLEELA MAIDAN, , WARD NO- 20, , JAIPUR, RAJASTHAN",9414773998,Both (Hindi & English)
2581,Maharishi Arvind School Of Management Studies.,masms.mansarovar@gmail.com,Jaipur,"SECTOR-2, KAVERI PATH, MANSAROVAR, BEHIND K.L. SAINI STADIUM, WARD NO- 28, , JAIPUR, RAJASTHAN",9314650481,Both (Hindi & English)
2582,Shree Karni College,skismat@gmail.com,Jaipur,"KARNI PALACE, 200 FT BYPASS , VAISHALI NAGAR,JAIPUR, KARNI PALACE, WARD NO- 18, , JAIPUR, RAJASTHAN",9667554472,Both (Hindi & English)
2583,Department Of Psychology University Of Rajasthan Jaipur,uorpsychology@gmail.com,Jaipur,", DEPARTMENT OF PSYCHOLOGY, UNIVERSITY CAMPUS, , WARD NO-47, , JAIPUR, RAJASTHAN",9414280412,Both (Hindi & English)
2584,University Law College,universitylawcollege@gmail.com,Jaipur,"UNIVERSITY LAW COLLEGE, UNIVERSITY OF RAJASTHAN CAMPUS, JLN MARG, NEAR BIRLA MANDIR, WARD NO-55, , JAIPUR, RAJASTHAN",9414168181,Both (Hindi & English)
2585,Alankar Gilrs' Law College,alankargirlslawcollege@gmail.com,Jaipur,", SIRSI ROAD, KATARIA AGRI. FARM, SIRSI ROAD, PANCHYAWALA, BEHIND THE HOTEL HERITAGE, WARD NO- 16, , JAIPUR, RAJASTHAN",9314289718,Both (Hindi & English)
2586,Maharshi Dayanand Law College,mdlcjaipur@gmail.com,Jaipur,"1, JAWAHAR NAGAR ROAD, JAIPUR, RAM GALI 8, WARD NO-60, , JAIPUR, RAJASTHAN",9414048841,Both (Hindi & English)
2587,Department Of Urdu And Persian,departmenturdupersian@gmail.com,Jaipur,"HUMANITIES BUILDING, UNIVERSITY CAMPUS, UNIVERSITY CAMPUS, JLN ROAD, JAIPUR, NONE, , JAIPUR, RAJASTHAN",9414377830,Both (Hindi & English)
2588,Department Of Business Administration,badmdepartmentuor@gmail.com,Jaipur,"PG SCHOOL OF COMMERCE, BAPU NAGAR, JLN MARG, JAIPUR, JAIPUR, BAPU NAGAR, JAIPUR, WARD NO-68, , JAIPUR, RAJASTHAN",9414073544,Both (Hindi & English)
2589,Indira Gandhi Center For Heeps,igcheeps@gmail.com,Jaipur,"SOUTH ASIAN STUDIES CENTER UNIVERSITY OF RAJASTHAN , J L N MARG , J L N MARG , J L N MARG , NONE, , JAIPUR, RAJASTHAN",9829131672,Both (Hindi & English)
2590,Devidutt Dalmia Sharirik Shiksha Mahavidhyalaya,pm13ind@gmail.com,Jaipur,"KESHAV VIDHYAPEETH, JAMDOLI, JAIPUR, , WARD NO-63, , JAIPUR, RAJASTHAN",9887150071,Both (Hindi & English)
2591,Centre For Women Studies,manjusharma204@gmail.com,Jaipur,"CENTRE FOR WOMEN STUDIES, UNIVERSITY OF RAJASTHAN, JLN MARG, JLN MARG, NONE, , JAIPUR, RAJASTHAN",9413240050,Both (Hindi & English)
2592,Department Of Education University Of Rajasthan,eductionhead2017@gmail.com,Jaipur,"HEAD DEPARTMENT OF PSYCHOLOGY, UNIVERSITY OF RAJASTHAN, JAIPUR, , WARD NO-47, , JAIPUR, RAJASTHAN",9314155007,Both (Hindi & English)
2593,"Department Of Drawing And Painting, University Of Rajasthan, Jaipur",drawandpaint1974@gmail.com,Jaipur,"DEPARTMENT OF DRAWING AND PAINTING, UNIVERSITY OF RAJASTHAN, JAIPUR , JLN ROAD , JLN ROAD , UNIVERSITY CAMPUS, NONE, , JAIPUR, RAJASTHAN",9414780249,Both (Hindi & English)
2594,Department Of Sociology,sociologydeptt@gmail.com,Jaipur,"DEPARTMENT OF SOCIOLOGY, UNIVERSITY OF RAJASTHAN, JLN MARG, JAIPUR, NONE, , JAIPUR, RAJASTHAN",9460870976,Both (Hindi & English)
2595,Department Of Abst,mcs2301@rediffmail.com,Jaipur,"P.G. SCHOOL OF COMMERCE, J.L.N. MARG, BAPU NAGAR, NEAR GANDHI CIRCLE, , , JAIPUR, RAJASTHAN",9414228215,Both (Hindi & English)
2596,Vinayak Law College,vinayaklawcollege@gmail.com,Jaipur,"VINAYAK VIHAR, VINAYAK PATH, CHOMU, , WARD NO- 19, , JAIPUR, RAJASTHAN",7665555984,Both (Hindi & English)
2597,Tagore Public Law College,tagorelawclg@gmail.com,Jaipur,"NH08 KOTPUTLI, NH08, SHEKHUPUR, NEAR DENTAL COLLEGE, NONE, , JAIPUR, RAJASTHAN",9414664569,Both (Hindi & English)
